Year,Month,District,Rainfall_mm,SoilMoisture,Temperature_C,Humidity_%,NDVI,Evapotranspiration_mm,GroundwaterLevel_m,Drought_Index,Crop_Yield_Loss_%
2005,11,Mahottari,77.25,0.31,27.6,70.8,0.79,128.6,7.37,0.45,11.82
2005,11,Sarlahi,46.92,0.2,31.9,80.2,0.57,82.98,4.29,0.58,13.67
2005,11,Rautahat,109.27,0.38,29.1,84.5,0.42,25.28,5.02,0.51,12.87
2005,11,Bara,327.19,0.28,25.7,55.4,0.59,80.61,10.38,0.11,0.71
2005,11,Parsa,335.4,0.33,22.6,43.9,0.7,83.35,4.27,0.07,1.79
2005,11,Chitwan,279.84,0.4,33.6,57.3,0.59,38.38,3.22,0.14,0.78
2005,11,Nawalparasi,341.96,0.43,20.6,67.1,0.66,94.6,2.41,0.05,1.54
2005,11,Rupandehi,322.38,0.16,35.6,81.9,0.34,29.94,4.08,0.16,0.05
2005,11,Kapilvastu,166.92,0.37,27.2,80.1,0.49,124.9,7.51,0.34,3.65
2005,11,Dang,40.26,0.3,31.2,61.7,0.74,49.16,9.85,0.66,29.45
2005,11,Banke,153.11,0.09,18.1,81.4,0.7,117.47,6.97,0.31,5.77
2005,11,Bardiya,32.31,0.3,35,61.4,0.7,68.46,11.69,0.76,22.42
2005,11,Kailali,336.06,0.26,32.6,70.5,0.25,96.7,9.15,0.1,0.77
2005,11,Kanchanpur,278.26,0.42,33.1,71.1,0.33,127.37,3.59,0.11,1.25
2005,12,Jhapa,353.1,0.09,34.5,60.3,0.68,85.49,6.02,0.12,1.01
2005,12,Morang,387.46,0.13,28.3,55.1,0.25,48.33,11.92,0.03,0.31
2005,12,Sunsari,394.31,0.25,26.9,66.9,0.22,144.35,4.27,0.01,0.64
2005,12,Saptari,158.27,0.22,29.8,79.5,0.6,40.06,8.49,0.43,11.46
2005,12,Siraha,177.31,0.12,22.2,67,0.33,36.36,6.91,0.5,13.53
2005,12,Dhanusha,29.1,0.29,37.8,41.1,0.78,127.79,5.46,0.57,12.77
2005,12,Mahottari,333.42,0.07,19.7,78.9,0.53,43.19,12.84,0.08,1.29
2005,12,Sarlahi,302.31,0.38,20.1,46.1,0.64,66.19,10.67,0.15,1.58
2005,12,Rautahat,282.23,0.44,16,54.5,0.26,36.07,7.6,0.12,1.39
2005,12,Bara,322.77,0.24,26.1,77.8,0.63,67.06,6.59,0.16,1.33
2005,12,Parsa,312.02,0.06,18.3,73.4,0.33,65.71,5.79,0.23,6.53
2005,12,Chitwan,331.25,0.13,27.9,84.7,0.42,85.75,10.07,0.12,1.46
2005,12,Nawalparasi,76.92,0.08,29.4,67.9,0.44,41.18,3.52,0.54,11.2
2005,12,Rupandehi,120.19,0.45,24.3,64.7,0.33,101.75,5.18,0.2,6.04
2005,12,Kapilvastu,193.03,0.23,33.3,56.7,0.33,137.56,12.29,0.25,7.4
2005,12,Dang,72.24,0.16,22.7,44.9,0.53,26.03,13.89,0.43,13.23
2005,12,Banke,111.71,0.09,20.9,83.6,0.7,99.97,4.96,0.72,19.02
2005,12,Bardiya,320.28,0.35,34.5,51.2,0.57,85.19,6.86,0.08,1.05
2005,12,Kailali,222.96,0.41,28.7,72.4,0.75,66.4,11.04,0.21,4.36
2005,12,Kanchanpur,268.17,0.31,20.1,63.4,0.29,147.22,2.59,0.14,1.65
2006,1,Jhapa,170.03,0.19,33,68.2,0.65,137.68,7.14,0.43,9.3
2006,1,Morang,356.92,0.45,37.3,81.3,0.63,38.62,2.3,0.04,1.9
2006,1,Sunsari,336.38,0.35,21.4,59.1,0.58,61.11,7.86,0.1,1.48
2006,1,Saptari,365.46,0.14,28.3,86.2,0.42,106.2,9.34,0.08,1.58
2006,1,Siraha,40.64,0.14,32.6,72.6,0.42,41.55,8.54,0.84,18.33
2006,1,Dhanusha,17.93,0.17,33.6,72,0.51,24.6,5.67,0.92,23.19
2006,1,Mahottari,79.74,0.38,30.6,51.8,0.48,139.03,7.09,0.56,12.01
2006,1,Sarlahi,264.56,0.28,22.7,75.5,0.41,71.77,5.78,0.14,0.81
2006,1,Rautahat,260.54,0.23,24.2,53.4,0.42,56.85,3.11,0.18,1.37
2006,1,Bara,128.48,0.27,32.8,89.2,0.44,142.82,12.76,0.57,9.31
2006,1,Parsa,350.48,0.3,28.8,65.3,0.28,113.91,9.8,0.09,1.44
2006,1,Chitwan,277.31,0.23,27,82,0.44,113.26,13.4,0.27,3.07
2006,1,Nawalparasi,314.41,0.06,36,62,0.36,135.44,4.56,0.23,4.33
2006,1,Rupandehi,299.76,0.31,24.6,72.3,0.61,91.36,5.58,0.2,3.03
2006,1,Kapilvastu,81.7,0.33,15.1,65.8,0.53,72.14,5.94,0.62,18.32
2006,1,Dang,258.12,0.44,34.2,41.6,0.63,82.27,7.1,0.2,4.06
2006,1,Banke,143.64,0.39,23.8,43.1,0.48,55.34,5.56,0.36,6.12
2006,1,Bardiya,245.52,0.23,28.9,78.6,0.53,123.85,11.76,0.17,1.72
2006,1,Kailali,199.7,0.19,36.5,70.7,0.23,39.84,7.45,0.47,8.74
2006,1,Kanchanpur,3.28,0.34,27.9,48.1,0.49,75.05,8.75,0.65,20.54
2006,2,Jhapa,43.48,0.17,31.3,68,0.55,82.42,9.43,0.38,5.87
2006,2,Morang,122.82,0.09,35.6,77.8,0.56,110.71,8.03,0.54,14.69
2006,2,Sunsari,233.8,0.07,35.5,76,0.38,37.93,3.14,0.45,11.91
2006,2,Saptari,281.59,0.33,36.1,89,0.41,92.95,10.05,0.1,0.64
2006,2,Siraha,124.94,0.43,18.4,41.4,0.66,102.28,12.62,0.33,6.08
2006,2,Dhanusha,31.25,0.08,28.6,43.4,0.56,137.79,8.08,0.91,18.36
2006,2,Mahottari,83.81,0.05,32.9,41,0.69,149.73,7.36,0.48,12.4
2006,2,Sarlahi,93.89,0.29,37.1,73.4,0.26,35.8,11.12,0.32,6.05
2006,2,Rautahat,100.2,0.38,18,57,0.76,46.13,3.06,0.4,12.04
2006,2,Bara,75.14,0.26,30.8,41.4,0.49,105.88,6.74,0.69,16.7
2006,2,Parsa,389.63,0.38,16.7,68.9,0.47,102.55,4.48,0.01,0.97
2006,2,Chitwan,213.46,0.13,18.2,76.9,0.66,61.94,5.17,0.22,5.13
2006,2,Nawalparasi,294.43,0.16,35.1,76.3,0.61,64.95,7.56,0.22,5.49
2006,2,Rupandehi,84.63,0.24,30,50,0.52,99.08,9.1,0.41,8.26
2006,2,Kapilvastu,164.08,0.26,32.9,45.4,0.59,75.46,14.67,0.47,9.47
2006,2,Dang,82.72,0.19,20.3,54.7,0.58,25.14,4.31,0.46,10.28
2006,2,Banke,273.34,0.4,33.4,55.5,0.31,93.5,2.39,0.16,0.65
2006,2,Bardiya,322.39,0.23,18.4,64.4,0.46,45.74,7.11,0.11,0.21
2006,2,Kailali,139.82,0.42,27.9,64.8,0.71,118.89,10.6,0.38,4.2
2006,2,Kanchanpur,0.87,0.3,23.2,88.1,0.27,77.8,11.56,0.78,27.26
2006,3,Jhapa,149.64,0.27,34.6,85,0.4,38.49,5.66,0.38,7.08
2006,3,Morang,63.76,0.18,25.7,86.6,0.71,141.9,7.54,0.6,18.57
2006,3,Sunsari,64.58,0.11,36.8,79.2,0.51,44.17,8.34,0.6,27.77
2006,3,Saptari,330.77,0.4,28.1,77.9,0.72,86.3,9.89,0.06,1.92
2006,3,Siraha,170.17,0.08,23.1,54.7,0.57,45,3.93,0.36,7.08
2006,3,Dhanusha,12.84,0.35,21,41,0.27,110.89,12.96,0.62,24.65
2006,3,Mahottari,93.44,0.43,23.9,50.7,0.76,55.65,4.83,0.25,7.7
2006,3,Sarlahi,34.09,0.41,37.5,73.1,0.77,130.76,13.01,0.57,8.25
2006,3,Rautahat,330.49,0.13,23.9,82,0.58,133.72,10.59,0.11,0.91
2006,3,Bara,189.58,0.34,37.5,72.2,0.29,140.5,8.79,0.32,7.69
2006,3,Parsa,351.15,0.21,24.6,54.6,0.52,22.48,8.46,0.06,1.18
2006,3,Chitwan,371.18,0.09,25.6,69.5,0.77,137.13,11.12,0.05,0.12
2006,3,Nawalparasi,112.29,0.2,17.1,57.9,0.67,62.1,10.68,0.58,8.92
2006,3,Rupandehi,185.73,0.27,33.4,43.8,0.33,71.84,3.69,0.33,3.63
2006,3,Kapilvastu,241.87,0.13,16.4,42.7,0.74,89.46,3.75,0.2,7.07
2006,3,Dang,47.94,0.24,30.4,60.2,0.58,38.78,10.24,0.58,14
2006,3,Banke,185.9,0.37,22.6,54.7,0.29,133.55,4.76,0.25,2.98
2006,3,Bardiya,282.64,0.32,33.4,67.1,0.31,65.8,3.64,0.12,0.66
2006,3,Kailali,117.03,0.33,15,84.5,0.24,76.23,14.46,0.51,13.67
2006,3,Kanchanpur,397.6,0.22,16.1,55,0.38,107.85,3.76,0,0.12
2006,4,Jhapa,22.47,0.24,19.8,66.9,0.25,73.46,6.57,0.52,13.41
2006,4,Morang,299.62,0.1,33.2,87.8,0.22,77.6,9.64,0.19,1.58
2006,4,Sunsari,229.57,0.11,26.9,65,0.44,82.32,4.56,0.31,4.65
2006,4,Saptari,60.02,0.35,28.7,55.8,0.25,135.65,10.01,0.39,3.01
2006,4,Siraha,18.26,0.3,23.6,87.5,0.74,24.53,2.51,0.56,10.37
2006,4,Dhanusha,385.95,0.06,31.5,45,0.33,111.18,13.29,0.02,1.48
2006,4,Mahottari,95.51,0.06,16,64.7,0.22,124.09,5.88,0.69,23.12
2006,4,Sarlahi,315.14,0.25,24.9,78.2,0.21,93.85,3.62,0.12,1.18
2006,4,Rautahat,103.1,0.32,29.9,83.2,0.57,54.7,5.47,0.59,13.58
2006,4,Bara,5.12,0.12,29,67.9,0.69,66.58,10.49,0.63,25.69
2006,4,Parsa,25.82,0.3,33.7,60.7,0.8,23.85,10.58,0.61,17.67
2006,4,Chitwan,3.92,0.3,17.8,64.6,0.43,53.98,6.7,0.41,14.71
2006,4,Nawalparasi,143.68,0.27,20.5,65.4,0.58,130.99,4.91,0.53,14.77
2006,4,Rupandehi,259.48,0.28,23.4,66.6,0.59,23.67,6.81,0.27,4.57
2006,4,Kapilvastu,8.25,0.25,30,70.3,0.66,34.74,14.88,0.54,8.95
2006,4,Dang,145.28,0.15,28.2,57.9,0.73,87.67,10.6,0.59,14.18
2006,4,Banke,155.26,0.16,31.2,82.7,0.42,44.79,6.8,0.27,6.81
2006,4,Bardiya,295.3,0.18,35.9,45.8,0.24,26.47,3.66,0.16,0.46
2006,4,Kailali,35.13,0.31,28.8,50.4,0.59,109.49,11.84,0.6,18.48
2006,4,Kanchanpur,248.92,0.28,36.7,77,0.34,27.63,10.5,0.32,2.79
2006,5,Jhapa,113.28,0.28,16.4,42.2,0.78,34.29,2.88,0.58,14.18
2006,5,Morang,170.91,0.09,32.1,42.1,0.74,53.83,10.17,0.56,13.6
2006,5,Sunsari,154.63,0.17,20.3,73.2,0.59,36.93,13.19,0.56,8.48
2006,5,Saptari,284.29,0.42,36.7,75.8,0.53,84.4,6.36,0.08,0.68
2006,5,Siraha,215.28,0.42,20.5,45,0.39,61.09,12.48,0.14,0.41
2006,5,Dhanusha,182.26,0.22,16.7,65.5,0.45,86.74,2.85,0.4,11.89
2006,5,Mahottari,383.7,0.44,27.2,53.7,0.51,57.12,14.96,0.01,0.2
2006,5,Sarlahi,181.16,0.05,23,68.6,0.24,116.7,9.29,0.37,7.11
2006,5,Rautahat,114.6,0.38,15.1,51.7,0.4,105.73,13.8,0.38,4.3
2006,5,Bara,216.44,0.27,35.1,41.1,0.23,75.18,4.37,0.31,7.97
2006,5,Parsa,58.81,0.44,19.9,72.7,0.76,46.68,14.11,0.4,11.5
2006,5,Chitwan,45.29,0.28,22.3,73.2,0.43,77.22,7.5,0.7,29.86
2006,5,Nawalparasi,307.35,0.18,36.3,61.3,0.76,25.29,2.19,0.12,0.9
2006,5,Rupandehi,236.26,0.16,21,84.2,0.61,98.22,4.17,0.33,4.65
2006,5,Kapilvastu,271.99,0.2,30.7,42.1,0.27,80.87,4.2,0.3,5.86
2006,5,Dang,135.33,0.11,29.6,79.6,0.6,39.33,2.32,0.36,2.04
2006,5,Banke,0.82,0.19,26.4,52.4,0.69,129.01,11.42,0.61,22.73
2006,5,Bardiya,288.07,0.15,19.9,43,0.53,108.25,2.69,0.24,3.01
2006,5,Kailali,313.67,0.39,28.9,69,0.46,129.89,11.47,0.1,0.42
2006,5,Kanchanpur,127.9,0.13,24.6,48.5,0.37,64.1,8.7,0.69,22.89
2006,6,Jhapa,322.47,0.11,26.1,63.7,0.65,83.05,6.69,0.18,0.35
2006,6,Morang,339.47,0.45,29.5,87.7,0.68,21.88,13.44,0.07,1.63
2006,6,Sunsari,230.07,0.35,26.8,69,0.37,130.79,9.76,0.28,3.14
2006,6,Saptari,263.65,0.39,31.8,67.7,0.33,80.69,14.74,0.11,0.4
2006,6,Siraha,375.3,0.38,30.3,61.6,0.41,59.56,10.36,0.02,1.68
2006,6,Dhanusha,319.5,0.35,22.2,60.6,0.62,84.29,6.2,0.07,0.61
2006,6,Mahottari,358.14,0.19,21.6,47.4,0.41,47.9,9.08,0.05,0.75
2006,6,Sarlahi,326.98,0.14,28.8,81.1,0.28,147.2,7.91,0.08,0.18
2006,6,Rautahat,307.46,0.34,34,79.3,0.26,108.2,5.46,0.1,0.52
2006,6,Bara,382.75,0.41,17.6,44.9,0.42,67.36,3.59,0.02,1.44
2006,6,Parsa,153.96,0.45,28.1,87.8,0.57,81.23,10.61,0.28,2.15
2006,6,Chitwan,235.48,0.08,26.3,45.3,0.8,70.36,9.72,0.23,4.83
2006,6,Nawalparasi,56.47,0.4,21.9,44.2,0.38,70.34,14.56,0.44,8.61
2006,6,Rupandehi,327.51,0.19,34.5,47.2,0.8,65.33,3.68,0.12,1.57
2006,6,Kapilvastu,303.5,0.11,21,82.8,0.32,66.24,2.97,0.24,4.88
2006,6,Dang,344.06,0.22,29.1,65.5,0.59,117.4,8.77,0.08,1.49
2006,6,Banke,252.52,0.33,23,58,0.4,55.06,9.14,0.19,1.26
2006,6,Bardiya,216.13,0.21,34.2,59.2,0.24,94.39,9.48,0.3,4.27
2006,6,Kailali,168.41,0.37,21.5,78.6,0.72,136.52,10.46,0.4,14.59
2006,6,Kanchanpur,245.18,0.26,37.2,70.7,0.37,40.04,5.74,0.21,5.71
2006,7,Jhapa,74.07,0.41,24.5,43,0.71,52.4,6.07,0.41,13.43
2006,7,Morang,103.11,0.25,36.8,42.3,0.43,103.17,7.56,0.54,11.18
2006,7,Sunsari,201.41,0.08,35.3,45.6,0.65,69.22,10.32,0.52,11.88
2006,7,Saptari,281.02,0.38,33.9,88.4,0.37,54.29,8.78,0.19,0.78
2006,7,Siraha,368.21,0.19,32.9,53.4,0.75,53.92,12.79,0.06,0.36
2006,7,Dhanusha,137.31,0.13,26.7,52.6,0.71,88.65,3.6,0.46,8.85
2006,7,Mahottari,225.14,0.28,28.3,65.5,0.25,117.98,13.82,0.26,2.38
2006,7,Sarlahi,287.53,0.42,29.8,69.1,0.6,113.78,5.39,0.16,0.4
2006,7,Rautahat,336.87,0.17,35.6,60.1,0.57,75.01,10.1,0.14,1.46
2006,7,Bara,335.21,0.24,35.7,47.3,0.51,105.85,14.97,0.14,1.31
2006,7,Parsa,294.69,0.11,34.3,43.7,0.56,141.96,13.26,0.28,7.74
2006,7,Chitwan,54.92,0.29,26.9,42.4,0.3,36.82,9.33,0.7,19.89
2006,7,Nawalparasi,349.49,0.37,33.1,89.7,0.21,26.19,9.15,0.05,1.15
2006,7,Rupandehi,136.93,0.19,18.1,63.4,0.6,104.07,3.32,0.48,12.3
2006,7,Kapilvastu,266.83,0.25,30.5,82.7,0.69,109.16,10.01,0.25,7.29
2006,7,Dang,360.24,0.21,19,41.1,0.69,47.79,14.08,0.09,1.47
2006,7,Banke,368.51,0.29,32.8,53.2,0.44,148.92,4.96,0.06,1.31
2006,7,Bardiya,20.57,0.43,25.5,73.2,0.6,109.37,13.37,0.49,12.48
2006,7,Kailali,224.81,0.33,32.3,58.7,0.31,34.26,2.97,0.2,5.3
2006,7,Kanchanpur,199.2,0.3,37,51,0.4,118.91,8.91,0.23,3
2006,8,Jhapa,246.12,0.44,17.9,71,0.5,26.71,6.18,0.21,6.21
2006,8,Morang,336.42,0.34,25.6,63.7,0.75,59.35,11.8,0.07,1.16
2006,8,Sunsari,359.45,0.37,35.7,77.1,0.33,106.86,11.6,0.07,0.41
2006,8,Saptari,201.6,0.05,21,45.2,0.39,130.76,12.93,0.42,10.16
2006,8,Siraha,379.93,0.12,24.5,57.7,0.33,131.84,11.74,0.03,0.98
2006,8,Dhanusha,272.75,0.12,23.8,73.9,0.43,50.93,13.39,0.27,6.42
2006,8,Mahottari,111.98,0.15,15.4,75,0.41,88.48,5.61,0.68,18.28
2006,8,Sarlahi,164.7,0.18,36.6,52.1,0.36,71.77,6.97,0.51,10.03
2006,8,Rautahat,86.99,0.17,34.9,65.4,0.66,108.53,7.94,0.75,23.57
2006,8,Bara,106.86,0.08,22.6,53.2,0.5,27.45,3.15,0.46,9.78
2006,8,Parsa,146.83,0.21,17.7,56.3,0.34,54.01,2.88,0.53,13.42
2006,8,Chitwan,28.89,0.33,23.9,51.6,0.4,36.45,4.94,0.58,13.08
2006,8,Nawalparasi,394.08,0.38,15.4,75.3,0.57,53.27,3.36,0.01,0.89
2006,8,Rupandehi,52.64,0.23,29.5,78.7,0.53,147.09,12.21,0.72,27.91
2006,8,Kapilvastu,142.24,0.05,31.9,47.1,0.8,72.76,14.81,0.49,9.31
2006,8,Dang,118.6,0.12,25.9,67.2,0.68,64.29,13.78,0.39,2.42
2006,8,Banke,186.17,0.36,17.3,70,0.66,51.58,5.65,0.18,0.49
2006,8,Bardiya,360.77,0.28,29.9,60.9,0.67,53.71,12.75,0.08,0.94
2006,8,Kailali,70.26,0.19,20.7,73.4,0.34,56.73,4.35,0.58,11.48
2006,8,Kanchanpur,232,0.31,22.9,53.8,0.66,36.85,9.42,0.17,0.98
2006,9,Jhapa,211.04,0.18,33.2,53.7,0.73,116.54,4.28,0.44,10.29
2006,9,Morang,367.74,0.22,36.6,73,0.44,143.73,14.03,0.06,1.12
2006,9,Sunsari,3.53,0.21,36,81.8,0.73,44.36,7.19,0.89,18.65
2006,9,Saptari,231.15,0.39,34,44.1,0.74,35.24,3.89,0.16,1.62
2006,9,Siraha,374.11,0.24,16.5,76.8,0.39,65.68,12.52,0.05,0.2
2006,9,Dhanusha,275.75,0.06,35.9,44.1,0.33,101.78,2.8,0.31,4.38
2006,9,Mahottari,3.83,0.28,29.5,45.1,0.23,57.76,13.07,0.75,27.94
2006,9,Sarlahi,86.62,0.22,34.4,59.3,0.35,149.63,6.62,0.54,9.21
2006,9,Rautahat,48.84,0.32,20.6,82.8,0.58,49.01,7.04,0.67,18.98
2006,9,Bara,295.56,0.11,29,53,0.58,31.77,8.06,0.21,5.64
2006,9,Parsa,186.85,0.36,18.6,77.4,0.27,55.01,14.38,0.39,7.31
2006,9,Chitwan,7.78,0.21,20.9,50.9,0.58,79.71,14.54,0.67,22.59
2006,9,Nawalparasi,235.14,0.33,34,61.8,0.44,109.3,5.94,0.25,4.1
2006,9,Rupandehi,358.25,0.43,31.5,45.1,0.42,126.61,2.34,0.04,1.48
2006,9,Kapilvastu,264.55,0.17,36.9,78.4,0.46,75.82,10.82,0.28,4.23
2006,9,Dang,190.22,0.14,32.8,44.5,0.39,42.76,10.21,0.39,3.11
2006,9,Banke,388.54,0.3,37.7,42,0.4,146.26,3.89,0.02,0.79
2006,9,Bardiya,13.19,0.24,16.9,71.8,0.51,62.58,6.36,0.4,13.86
2006,9,Kailali,65.24,0.36,28.4,68.8,0.75,67.43,14.78,0.55,14.98
2006,9,Kanchanpur,389.36,0.06,31.7,80.1,0.69,26.91,9.53,0.03,0.4
2006,10,Jhapa,224.42,0.08,30.9,46.9,0.24,126.27,2.56,0.28,3.81
2006,10,Morang,110.04,0.3,37.5,81.8,0.27,38.55,6.8,0.58,12.52
2006,10,Sunsari,186.89,0.18,27.9,80.2,0.36,72.15,6.32,0.47,13.99
2006,10,Saptari,369.7,0.35,25.1,69.8,0.5,36.26,11.71,0.04,0.22
2006,10,Siraha,360.98,0.13,32.5,86.2,0.61,54.56,10.68,0.05,1.67
2006,10,Dhanusha,367.37,0.34,16.1,49.4,0.72,105.51,6.04,0.03,0.42
2006,10,Mahottari,46.48,0.07,32.3,64.1,0.34,23.15,7.16,0.83,28.48
2006,10,Sarlahi,67.69,0.07,19.3,47.3,0.61,30.69,9.22,0.86,15.34
2006,10,Rautahat,78.28,0.21,17.3,77.5,0.3,65.36,6.29,0.38,5.46
2006,10,Bara,29.91,0.39,33.8,49.1,0.66,60.22,12.7,0.59,13.11
2006,10,Parsa,49.76,0.07,36.6,85.4,0.38,139.29,5.54,0.74,20.22
2006,10,Chitwan,361.57,0.42,26.4,60.9,0.72,143.6,6.22,0.03,0.61
2006,10,Nawalparasi,287.7,0.17,32.3,54.7,0.24,88.05,3.59,0.19,1.31
2006,10,Rupandehi,103.45,0.39,19.5,51.7,0.69,123.21,8.49,0.46,9.35
2006,10,Kapilvastu,90.76,0.24,15.2,68.7,0.52,143.86,4.01,0.55,9.37
2006,10,Dang,384.71,0.39,34.6,87.1,0.69,60.17,13.58,0.01,0.83
2006,10,Banke,198.32,0.19,24.5,68.1,0.4,47.61,10.04,0.34,3.26
2006,10,Bardiya,185.03,0.09,33.3,59.9,0.3,34.89,10.1,0.45,8.65
2006,10,Kailali,23.92,0.19,32.8,71.6,0.57,67.16,4.49,0.9,17.18
2006,10,Kanchanpur,355.02,0.31,33.7,78.7,0.51,113.34,13.65,0.04,0.3
2006,11,Jhapa,363.94,0.22,35.8,72.9,0.57,133.11,2.51,0.04,0.41
2006,11,Morang,339.19,0.12,30.2,68.5,0.69,57.43,7.27,0.08,1.37
2006,11,Sunsari,207.67,0.07,17.3,77.1,0.26,54.09,5.2,0.44,11.22
2006,11,Saptari,229.1,0.36,16.6,75.4,0.49,62.09,13.05,0.23,5.96
2006,11,Siraha,347.7,0.07,31.6,67,0.52,127.25,8.59,0.07,1.21
2006,11,Dhanusha,20.71,0.32,21.3,57.3,0.21,28.64,14.44,0.66,16.34
2006,11,Mahottari,347.23,0.43,36.7,47.6,0.73,136.33,5.76,0.04,0.81
2006,11,Sarlahi,255.71,0.25,17.3,70.5,0.61,93.17,13.22,0.16,0.36
2006,11,Rautahat,229.58,0.23,25.6,72.8,0.77,38,7.8,0.19,1.44
2006,11,Bara,173.2,0.16,21.6,65.3,0.34,64.71,13.33,0.39,6.34
2006,11,Parsa,96.1,0.2,17.4,57.4,0.74,73.07,14.75,0.59,14.48
2006,11,Chitwan,334.54,0.15,16.8,62.2,0.22,98.8,6.05,0.14,1.86
2006,11,Nawalparasi,327.46,0.15,22.1,58.7,0.71,84.06,12.76,0.1,1.25
2006,11,Rupandehi,159.35,0.12,36.1,80.9,0.74,147.95,7.23,0.54,8.26
2006,11,Kapilvastu,165.98,0.23,34.1,79.4,0.31,48.64,6.09,0.41,11.02
2006,11,Dang,149.06,0.19,38,80.1,0.43,52.21,10.1,0.37,5.22
2006,11,Banke,27.84,0.3,15.8,63.4,0.52,53.41,5.99,0.63,21.83
2006,11,Bardiya,370.84,0.33,36.5,85.3,0.6,20.92,5.45,0.05,1.62
2006,11,Kailali,257.38,0.44,18.6,52.6,0.38,67.11,6.25,0.21,2.62
2006,11,Kanchanpur,177.39,0.31,22.2,67.8,0.25,112.11,7.97,0.4,9.97
2006,12,Jhapa,182.16,0.41,27.9,57.8,0.75,86.37,5.8,0.18,0.57
2006,12,Morang,208.85,0.26,30.8,73.8,0.33,105.65,12.12,0.37,6.1
2006,12,Sunsari,192.73,0.45,24.3,75.7,0.26,126.8,4.76,0.27,2.84
2006,12,Saptari,71.59,0.06,18.7,78.2,0.43,33.86,4.57,0.57,8.06
2006,12,Siraha,307.95,0.38,34.3,63.5,0.45,132.78,8.84,0.14,1.96
2006,12,Dhanusha,287.41,0.14,33.2,48.2,0.46,36.55,3.55,0.15,0.57
2006,12,Mahottari,356.23,0.45,23.2,50.5,0.38,48.44,12.71,0.04,1.68
2006,12,Sarlahi,369.64,0.32,35.6,81.6,0.53,109.79,10.05,0.05,1.4
2006,12,Rautahat,334.34,0.29,29.5,40.4,0.75,140.88,10.64,0.09,1.94
2006,12,Bara,41.76,0.39,16.9,68.8,0.33,49.97,9.8,0.55,13.88
2006,12,Parsa,115.77,0.13,32.6,72.1,0.76,26.86,3.73,0.34,6.45
2006,12,Chitwan,321.78,0.37,31.6,70.8,0.73,48.26,3.39,0.12,1.61
2006,12,Nawalparasi,328.91,0.28,37.1,45.4,0.68,111.1,2.78,0.08,1.33
2006,12,Rupandehi,313.94,0.13,15.7,79,0.75,135.8,4.84,0.17,0.26
2006,12,Kapilvastu,19.19,0.16,29.3,50.7,0.66,21.35,6.24,0.79,22.45
2006,12,Dang,399.51,0.32,24.3,80.8,0.25,97.83,10.34,0,0.19
2006,12,Banke,115.43,0.44,25.1,86.8,0.38,65.3,8.75,0.47,8.83
2006,12,Bardiya,294.06,0.28,18.7,77.6,0.29,85.29,11.47,0.13,0.85
2006,12,Kailali,90.37,0.09,23.8,56.2,0.75,90.9,6.16,0.53,10.29
2006,12,Kanchanpur,52.83,0.24,33.2,74.1,0.78,85.21,4.17,0.5,10.15
2007,1,Jhapa,302.72,0.08,34.6,75.7,0.7,81.43,9.29,0.26,3.27
2007,1,Morang,270.7,0.06,17.8,67.3,0.3,118.24,7.72,0.16,1.88
2007,1,Sunsari,309.07,0.19,32.2,88.2,0.47,69.03,6.33,0.21,6.67
2007,1,Saptari,308.79,0.06,37,55.4,0.67,39.39,2.99,0.11,1.98
2007,1,Siraha,249.67,0.3,21.3,65.8,0.47,47.55,2.66,0.3,4.53
2007,1,Dhanusha,138.8,0.27,36.8,63.1,0.29,20.26,3,0.36,2.97
2007,1,Mahottari,282.77,0.28,26.4,70.6,0.41,60.3,6.89,0.14,0.99
2007,1,Sarlahi,67.1,0.36,28.2,41,0.36,85.15,14.52,0.29,5.59
2007,1,Rautahat,79.81,0.23,29.7,83.9,0.33,141.08,10.35,0.33,6.31
2007,1,Bara,131.73,0.38,23.7,87.1,0.35,138.52,3.2,0.49,11.02
2007,1,Parsa,183.41,0.45,27.4,76.9,0.65,20.92,8.46,0.33,2.13
2007,1,Chitwan,313.13,0.11,24.6,80.4,0.45,33.47,7.76,0.13,0.25
2007,1,Nawalparasi,120.07,0.22,37.1,78,0.22,96.9,11.66,0.38,5.9
2007,1,Rupandehi,286.38,0.34,16.4,40.6,0.52,121.79,3.22,0.21,4.05
2007,1,Kapilvastu,325.82,0.33,24.5,86.5,0.76,119.66,14.58,0.08,1.73
2007,1,Dang,192.52,0.35,30.4,51.7,0.69,122.4,3.99,0.36,6.11
2007,1,Banke,106.29,0.38,33.6,55.6,0.5,95.51,12.75,0.43,9.55
2007,1,Bardiya,20.07,0.24,36,71.8,0.67,67.66,2.84,0.72,19.28
2007,1,Kailali,333.8,0.32,24.8,51.2,0.27,138.4,5.59,0.08,0.25
2007,1,Kanchanpur,326.39,0.44,30.2,49.6,0.57,61.53,2.27,0.1,1.82
2007,2,Jhapa,233.77,0.11,35.3,70.2,0.31,87.87,8.66,0.29,4.98
2007,2,Morang,130.97,0.4,25.2,71.1,0.62,102.67,3.52,0.46,12.48
2007,2,Sunsari,220.28,0.41,35.3,89.3,0.29,30.62,5.83,0.2,7.36
2007,2,Saptari,8.63,0.32,29,61.5,0.59,48.38,4.95,0.48,8.45
2007,2,Siraha,38.34,0.08,17,55.8,0.54,71.71,5.82,0.67,25.16
